icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a69894,JBU655  ,United States,1749938518.0,1749938518,-80.9041,33.0318,11567.16,False,223.59,166.16,0.33,,12222.48,5732,False,0
ac03f2,ASH6085 ,United States,1749938518.0,1749938519,-78.2429,38.2219,6294.12,False,179.8,248.87,5.85,,6621.78,6267,False,0
adcfa9,N9895Q  ,United States,1749938252.0,1749938252,-76.2097,39.5551,243.84,False,32.99,93.58,-4.23,,297.18,,False,0
a324f4,VNT301  ,United States,1749938518.0,1749938518,-77.2193,39.108,12481.56,False,171.8,214.26,1.95,,13045.44,2725,False,0
a4462e,DAL1638 ,United States,1749938518.0,1749938518,-79.242,29.4667,11582.4,False,239.27,192.54,0.0,,12230.1,,False,0
a84a17,NKS2696 ,United States,1749938499.0,1749938499,-74.1756,40.6859,,True,4.12,205.31,,,,,False,0
ab3fcc,AAL1114 ,United States,1749938518.0,1749938518,-78.3901,40.3648,8671.56,False,252.04,98.92,-5.2,,9121.14,7243,False,0
ac1951,RPA5852 ,United States,1749938518.0,1749938518,-75.3889,39.6152,1577.34,False,135.18,294.03,-6.5,,1638.3,1337,False,0
4075c3,UBT72X  ,United Kingdom,1749938517.0,1749938517,-78.7143,27.1737,8069.58,False,248.15,32.9,4.23,,8572.5,,False,0
a5530b,TWY442  ,United States,1749938518.0,1749938518,-78.539,37.6077,13106.4,False,216.79,216.9,-0.33,,13723.62,1577,False,0
a347b1,ENY3408 ,United States,1749938518.0,1749938518,-80.3695,40.5136,11582.4,False,202.43,252.85,-0.33,,12146.28,5721,False,0
ab9302,CXK105  ,United States,1749938518.0,1749938518,-80.7433,35.3897,510.54,False,46.43,195.42,-2.6,,502.92,,False,0
a24a20,N247BG  ,United States,1749938518.0,1749938518,-80.7059,36.0267,2720.34,False,150.38,74.73,0.0,,2849.88,0430,False,0
ac2952,DAL1913 ,United States,1749938518.0,1749938518,-80.7258,38.6495,11277.6,False,232.06,338.95,-0.33,,11818.62,3636,False,0
a49d16,DAL1884 ,United States,1749938518.0,1749938518,-77.7187,37.1742,11277.6,False,259.56,27.63,0.0,,11887.2,3445,False,0
a694b2,GJS4469 ,United States,1749938514.0,1749938516,-80.918,38.1179,7010.4,False,215.5,312.87,-0.65,,7360.92,,False,0
a441c9,DAL2196 ,United States,1749938518.0,1749938518,-80.2384,35.7845,10363.2,False,211.31,201.57,0.0,,10949.94,5700,False,0
a49d5d,LXJ397  ,United States,1749938518.0,1749938518,-76.6148,39.9703,13106.4,False,173.98,239.04,0.0,,13647.42,2713,False,0
aac337,AAL735  ,United States,1749938518.0,1749938518,-78.2993,37.9926,11582.4,False,218.99,225.0,0.0,,12192.0,6211,False,0
a9a879,NKS2785 ,United States,1749938519.0,1749938519,-80.3156,40.2617,3238.5,False,156.63,189.83,6.18,,3352.8,,False,0
a9eee8,N7390X  ,United States,1749938496.0,1749938496,-80.8861,28.8951,121.92,False,39.21,321.93,1.95,,152.4,,False,0
abe1aa,N865CP  ,United States,1749938517.0,1749938517,-80.5053,27.2581,548.64,False,55.23,332.24,1.3,,609.6,,False,0
ac01d3,DAL2826 ,United States,1749938518.0,1749938518,-80.9113,40.722,9144.0,False,222.25,296.98,-0.33,,9585.96,4165,False,0
a6d1e2,CNS419  ,United States,1749938518.0,1749938518,-74.4382,40.4609,563.88,False,112.74,124.78,-0.33,,586.74,3501,False,0
a21656,UAL989  ,United States,1749938496.0,1749938496,-77.4409,38.945,,True,0.0,343.12,,,,,False,0
c05bc8,ROU1628 ,Canada,1749938518.0,1749938518,-80.475,38.2203,11582.4,False,219.64,189.57,0.0,,12146.28,0537,False,0
a694dd,JBU1501 ,United States,1749938518.0,1749938518,-79.2754,28.2834,10972.8,False,235.39,196.38,0.0,,11650.98,,False,0
a08663,AAL2915 ,United States,1749938304.0,1749938306,-80.9381,35.2486,335.28,False,71.14,176.27,-3.58,,350.52,6650,False,0
a837de,N629C   ,United States,1749938517.0,1749938517,-80.3381,27.6106,701.04,False,65.4,162.14,-0.33,,762.0,,False,0
a20347,RPA5763 ,United States,1749938518.0,1749938518,-76.7011,38.998,3985.26,False,184.46,86.8,11.05,,4191.0,6514,False,0
a8cffd,UAL956  ,United States,1749938516.0,1749938516,-74.1797,40.6756,,True,5.14,118.12,,,,,False,0
a9a97f,RPA3658 ,United States,1749938518.0,1749938518,-77.3054,37.9774,10058.4,False,258.74,28.5,0.0,,10591.8,5612,False,0
ad1153,ERU941  ,United States,1749938510.0,1749938510,-80.8649,28.8414,274.32,False,46.81,90.0,0.65,,297.18,,False,0
a98ca3,N714TS  ,United States,1749938518.0,1749938518,-77.4719,33.2336,12496.8,False,225.01,17.57,0.33,,13182.6,,False,0
4cadfb,ITY619  ,Ireland,1749938516.0,1749938518,-77.4365,38.9247,,True,0.0,8.44,,,,,False,0
a575e0,AAL2831 ,United States,1749938518.0,1749938518,-79.0693,38.9751,8244.84,False,229.06,246.72,3.9,,8679.18,6567,False,0
a825a6,FFT2506 ,United States,1749938518.0,1749938518,-77.9719,36.9203,10675.62,False,257.37,42.81,0.0,,11269.98,1043,False,0
ac042a,SWA2199 ,United States,1749938518.0,1749938518,-80.4107,37.2077,11574.78,False,201.1,244.22,0.0,,12161.52,1310,False,0
aad780,UAL57   ,United States,1749938490.0,1749938490,-74.1746,40.6855,,True,3.86,205.31,,,,,False,0
a945ed,NKS2091 ,United States,1749938518.0,1749938518,-78.8079,38.1897,10363.2,False,205.45,219.31,0.0,,10927.08,1421,False,0
abe2f6,RPA3471 ,United States,1749938518.0,1749938518,-78.5799,36.2994,5661.66,False,189.33,52.51,9.1,,5974.08,,False,0
a20433,UAL130  ,United States,1749938410.0,1749938411,-74.1634,40.6984,,True,0.9,317.81,,,,5773,False,0
a33766,AAL2319 ,United States,1749938517.0,1749938518,-75.8077,36.1229,10972.8,False,224.37,210.45,0.0,,11597.64,7322,False,0
aad5ca,AAL724  ,United States,1749938518.0,1749938518,-76.2692,38.6904,11277.6,False,274.87,40.22,0.0,,11879.58,7145,False,0
abe2a3,AAL1553 ,United States,1749938518.0,1749938518,-74.327,40.3357,2575.56,False,154.62,44.06,-6.5,,2667.0,3776,False,0
ad35e0,AAL1479 ,United States,1749938518.0,1749938518,-75.334,40.1339,8991.6,False,210.19,261.41,5.53,,9418.32,6646,False,0
a47d05,DAL776  ,United States,1749938431.0,1749938507,-78.676,30.6418,11582.4,False,238.51,188.93,-1.95,,12283.44,,False,0
ab0b38,N810VA  ,United States,1749938515.0,1749938518,-80.7122,32.3313,1150.62,False,75.15,358.04,3.58,,1234.44,,False,0
abc329,WUP857  ,United States,1749938518.0,1749938518,-78.2067,34.9562,6454.14,False,185.13,99.44,-9.1,,6842.76,1704,False,0
a2090d,FFT2013 ,United States,1749938518.0,1749938518,-76.9393,39.7893,7894.32,False,201.18,236.47,10.4,,8298.18,1113,False,0
a44918,UAL2025 ,United States,1749938518.0,1749938518,-77.3896,39.1788,2438.4,False,153.75,72.47,8.78,,2529.84,,False,0
acf69b,EDV5222 ,United States,1749938518.0,1749938518,-77.9202,37.0347,8618.22,False,246.42,25.87,7.15,,9113.52,6214,False,0
a84d25,FFT7    ,United States,1749938518.0,1749938518,-80.9698,34.3535,10660.38,False,237.04,310.95,0.0,,11277.6,6015,False,0
a1d63d,UAL606  ,United States,1749938387.0,1749938389,-77.4501,38.9461,,True,1.03,194.06,,,,,False,0
a7f914,N6124D  ,United States,1749938437.0,1749938450,-80.7702,27.9738,876.3,False,54.14,273.81,0.0,,929.64,,False,0
a0fcd4,AAL619  ,United States,1749938471.0,1749938515,-78.2364,30.0677,10058.4,False,237.02,344.52,0.0,,10675.62,,False,0
a781d7,,United States,1749938463.0,1749938463,-77.59,31.159,11582.4,False,236.12,224.03,0.0,,12252.96,,False,0
a4497f,UAL1440 ,United States,1749938518.0,1749938518,-79.4722,35.1981,11277.6,False,258.18,30.14,0.33,,11902.44,3423,False,0
aaa31f,CNS342  ,United States,1749938518.0,1749938518,-75.8618,39.7986,7924.8,False,116.26,230.75,0.0,,8321.04,1535,False,0
a85ff5,JBU1194 ,United States,1749938511.0,1749938514,-78.3059,31.7047,10675.62,False,241.27,7.47,0.0,,11315.7,,False,0
a2806c,EJA260  ,United States,1749938517.0,1749938518,-74.2614,39.5915,5494.02,False,214.21,40.42,-5.53,,5730.24,2615,False,0
a7d32e,JBU23   ,United States,1749938518.0,1749938518,-78.4319,38.1637,6400.8,False,197.86,248.97,0.33,,6743.7,1355,False,0
ab0a88,JTZ810  ,United States,1749938512.0,1749938518,-76.8959,36.5758,6073.14,False,168.23,359.65,-4.88,,6393.18,3010,False,0
a53006,UAL1923 ,United States,1749938518.0,1749938518,-79.8999,34.4,7208.52,False,224.35,309.6,12.68,,7627.62,2673,False,0
a568e8,LXJ448  ,United States,1749938518.0,1749938519,-74.9894,40.4076,10965.18,False,200.93,227.08,0.0,,11498.58,1460,False,0
a06703,RPA4596 ,United States,1749938518.0,1749938518,-79.8619,36.982,7178.04,False,224.25,114.39,-6.5,,7581.9,2661,False,0
ac3dec,SWA2412 ,United States,1749938518.0,1749938519,-80.6158,36.2007,11582.4,False,199.46,197.87,0.0,,12199.62,5620,False,0
abc455,SWA3842 ,United States,1749938518.0,1749938518,-80.3636,40.4683,10668.0,False,245.09,96.87,0.0,,11186.16,1331,False,0
a22b9b,N239TC  ,United States,1749938518.0,1749938518,-74.5361,38.9345,9753.6,False,195.57,219.34,0.33,,10241.28,7304,False,0
a7971b,N5888L  ,United States,1749938518.0,1749938518,-78.8428,35.5638,891.54,False,73.23,265.97,3.9,,929.64,,False,0
ab1dd5,VXP1081 ,United States,1749938518.0,1749938518,-79.8733,34.799,8831.58,False,247.59,77.03,0.65,,9342.12,3633,False,0
a6c780,N536JA  ,United States,1749938518.0,1749938519,-78.9822,40.7868,11887.2,False,244.96,81.55,-0.33,,12420.6,4070,False,0
ac92b1,EDV5047 ,United States,1749938518.0,1749938518,-75.3137,40.177,8100.06,False,211.81,226.77,6.83,,8503.92,2756,False,0
a23f0c,MXY401  ,United States,1749938490.0,1749938490,-75.7083,37.3824,3642.36,False,161.89,29.09,0.0,,3810.0,0713,False,0
4d20d8,VJT836  ,Malta,1749938518.0,1749938518,-79.7188,30.4357,13098.78,False,233.59,271.01,0.65,,13784.58,,False,0
abc2e5,RPA4758 ,United States,1749938518.0,1749938518,-75.1567,36.7941,9753.6,False,225.24,206.74,0.0,,10309.86,1753,False,0
c04ff4,WJA2033 ,Canada,1749938518.0,1749938518,-79.6577,40.852,11277.6,False,231.74,9.71,0.0,,11818.62,3462,False,0
a84dd1,JIA5030 ,United States,1749938518.0,1749938518,-79.7097,40.9861,10363.2,False,246.74,12.65,-0.33,,10881.36,,False,0
a449a4,UAL1355 ,United States,1749938518.0,1749938518,-80.7021,39.7671,10058.4,False,243.89,124.86,0.33,,10561.32,1724,False,0
a11f59,UAL350  ,United States,1749938504.0,1749938508,-74.1789,40.6787,,True,0.13,205.31,,,,,False,0
a075df,RPA4427 ,United States,1749938518.0,1749938518,-79.6295,36.2888,2735.58,False,148.59,175.63,-3.25,,2880.36,7177,False,0
a11b00,AAL2018 ,United States,1749938241.0,1749938241,-80.9687,35.2393,289.56,False,70.71,175.41,-3.9,,365.76,5775,False,0
ab2f36,N82HE   ,United States,1749938518.0,1749938518,-78.0802,35.222,5006.34,False,215.5,99.62,-7.8,,5250.18,7071,False,0
a35b1e,N315TS  ,United States,1749938518.0,1749938518,-75.9022,40.0499,11582.4,False,208.32,236.58,0.0,,12138.66,6625,False,0
a35b1b,N315TP  ,United States,1749938508.0,1749938508,-80.411,27.7855,1310.64,False,45.1,159.29,0.33,,1424.94,,False,0
a1e5d4,N221MJ  ,United States,1749938518.0,1749938518,-76.8926,39.5276,8115.3,False,204.54,243.89,5.53,,8519.16,2707,False,0
a72b40,GJS4418 ,United States,1749938518.0,1749938518,-77.3408,40.1694,7040.88,False,216.67,15.42,7.48,,7368.54,,False,0
abe79d,SWA1171 ,United States,1749938517.0,1749938518,-78.5742,37.5704,10972.8,False,197.24,217.05,0.33,,11567.16,3456,False,0
a24dc1,ASA507  ,United States,1749938498.0,1749938507,-77.4386,38.9443,,True,0.0,180.0,,,,,False,0
a32718,DAL1919 ,United States,1749938518.0,1749938518,-79.5195,31.6322,10066.02,False,232.32,309.79,0.33,,10668.0,,False,0
0c2161,CMP812  ,Panama,1749938518.0,1749938518,-74.4131,40.2336,4983.48,False,184.06,243.79,10.08,,5173.98,2714,False,0
a8ae2e,PDT5909 ,United States,1749938518.0,1749938518,-80.8016,38.9297,10363.2,False,217.83,190.75,0.0,,10850.88,4176,False,0
a12f08,UAL1928 ,United States,1749938518.0,1749938518,-77.574,38.5221,9753.6,False,228.36,222.17,0.0,,10264.14,3321,False,0
a6b10c,,United States,1749938508.0,1749938508,-78.4553,38.3368,2636.52,False,141.1,291.61,17.23,,2766.06,,False,0
a6b100,LXJ530  ,United States,1749938518.0,1749938518,-80.2668,27.754,6614.16,False,196.98,25.36,11.05,,7025.64,,False,0
a35c0b,JBU2119 ,United States,1749938518.0,1749938518,-79.2644,36.8292,9144.0,False,223.27,216.47,0.0,,9654.54,3266,False,0
abc29a,DAL278  ,United States,1749938518.0,1749938518,-79.1495,35.4315,10668.0,False,273.82,50.72,0.0,,11300.46,7226,False,0
ac929c,SWA654  ,United States,1749938518.0,1749938518,-80.6773,39.3689,11887.2,False,233.66,4.17,0.33,,12428.22,1426,False,0
a6b185,N530ME  ,United States,1749938465.0,1749938468,-79.9609,40.4431,,True,0.0,50.62,,,,,False,0
a170d9,AAY1785 ,United States,1749938518.0,1749938518,-76.2228,39.8748,6423.66,False,206.1,219.53,11.38,,6720.84,1564,False,0
abe7c5,SWA1891 ,United States,1749938518.0,1749938518,-77.4308,38.6932,11582.4,False,204.93,254.57,0.0,,12169.14,1470,False,0
aaa224,SWA1304 ,United States,1749938518.0,1749938518,-80.2657,36.5529,10972.8,False,202.82,222.43,0.0,,11551.92,4611,True,0
a1c0ec,UCA4305 ,United States,1749938509.0,1749938513,-77.4426,38.9481,,True,1.8,14.06,,,,,False,0
a32800,AAY1322 ,United States,1749938518.0,1749938518,-80.7605,35.8456,10668.0,False,262.65,65.34,0.0,,11262.36,2631,False,0
a96c96,DAL2928 ,United States,1749938518.0,1749938518,-78.2929,37.6406,7010.4,False,202.41,52.23,0.33,,7376.16,3511,False,0
ab2ed4,N82DG   ,United States,1749938518.0,1749938518,-77.2642,37.8175,12192.0,False,232.96,28.49,0.0,,12801.6,7464,False,0
a48ec7,JRE393  ,United States,1749938518.0,1749938518,-80.6362,30.3607,13380.72,False,229.48,176.02,-5.85,,14196.06,7422,False,0
a793fd,DAL806  ,United States,1749938518.0,1749938518,-76.104,40.0661,9509.76,False,208.73,263.35,8.13,,10005.06,1666,False,0
a4350c,DAL1454 ,United States,1749938517.0,1749938518,-78.2707,39.562,7658.1,False,187.42,274.88,7.8,,8039.1,5766,False,0
abf9f8,SWA917  ,United States,1749938518.0,1749938518,-76.6663,38.74,2491.74,False,155.95,60.56,-6.5,,2598.42,6701,False,0
a6b204,N530SG  ,United States,1749938519.0,1749938519,-79.5379,35.8618,3634.74,False,128.9,309.98,-0.33,,3810.0,,False,0
a197d0,SGX201  ,United States,1749938518.0,1749938518,-75.6653,40.1688,6484.62,False,203.33,236.87,2.93,,6743.7,4516,False,0
aa7833,DAL1439 ,United States,1749938519.0,1749938519,-75.3614,40.2078,10363.2,False,215.73,225.68,0.0,,10881.36,3432,False,0
