icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source
a3b87f,DAL1817 ,United States,1749938515.0,1749938515,-74.1808,40.6844,,True,8.23,185.62,,,,,False,0
a0e250,AAL1660 ,United States,1749938518.0,1749938518,-80.9205,34.8881,3017.52,False,147.42,189.03,11.7,,3162.3,,False,0
ad694c,SWA4099 ,United States,1749938494.0,1749938499,-80.189,40.4672,434.34,False,71.33,316.75,-3.9,,426.72,2110,False,0
a2222f,N2367Z  ,United States,1749938518.0,1749938518,-78.6044,40.4719,2712.72,False,96.21,76.71,0.0,,2804.16,5737,False,0
a39bfa,UAL886  ,United States,1749938518.0,1749938518,-80.1699,35.0604,10363.2,False,219.33,199.45,0.0,,10919.46,1672,False,0
a4c527,RPA4490 ,United States,1749938510.0,1749938510,-78.6308,38.0166,3642.36,False,173.06,256.42,0.33,,3832.86,4661,False,0
aae1ed,N800AR  ,United States,1749938517.0,1749938517,-77.4635,38.9358,76.2,False,61.54,290.56,0.0,,53.34,,False,0
adda95,N992FG  ,United States,1749938517.0,1749938518,-78.3105,36.0241,373.38,False,51.35,37.67,-0.33,,365.76,,False,0
a4fa17,PVO384  ,United States,1749938517.0,1749938518,-77.0092,38.9843,12192.0,False,187.7,225.0,-0.65,,12801.6,1472,False,0
c0481b,ROU1606 ,Canada,1749938518.0,1749938518,-80.471,36.9343,10972.8,False,214.46,183.71,0.0,,11544.3,6255,False,0
a857c2,PDT5758 ,United States,1749938517.0,1749938517,-75.4664,36.6879,8839.2,False,252.07,54.72,-0.65,,9319.26,1511,False,0
c04829,ROU1641 ,Canada,1749938371.0,1749938408,-78.9322,29.2043,10332.72,False,248.36,54.7,6.18,,10805.16,7331,False,0
a2ba4f,AAY2638 ,United States,1749938518.0,1749938518,-79.5014,34.3455,6705.6,False,215.11,333.43,10.73,,7071.36,3022,False,0
acba30,EDV5089 ,United States,1749938518.0,1749938518,-74.4294,40.6935,5128.26,False,207.89,236.51,-1.3,,5318.76,1110,False,0
c04811,ROU1673 ,Canada,1749938518.0,1749938519,-77.5445,33.6205,11277.6,False,245.37,24.79,0.0,,11925.3,2205,False,0
a3560b,DAL1695 ,United States,1749938515.0,1749938517,-77.4535,38.9474,,True,0.06,298.12,,,,,False,0
a2235b,N237JT  ,United States,1749938518.0,1749938518,-79.5526,38.1263,13716.0,False,201.2,235.42,-0.33,,14287.5,2620,False,0
c07e59,WJA1224 ,Canada,1749938518.0,1749938518,-79.8904,40.8518,11277.6,False,225.21,192.13,0.0,,11818.62,3053,False,0
a4503d,DAL1809 ,United States,1749938518.0,1749938518,-79.5646,32.0879,10668.0,False,227.67,299.81,0.0,,11315.7,1104,False,0
a008c5,DAL969  ,United States,1749938518.0,1749938518,-77.914,38.9727,10363.2,False,215.83,238.05,-0.33,,10896.6,2740,False,0
a69061,JIA5284 ,United States,1749938518.0,1749938518,-78.1499,38.9398,5166.36,False,194.13,291.12,0.33,,5387.34,7056,False,0
a27e88,N26VJ   ,United States,1749938518.0,1749938518,-78.7989,35.8017,2148.84,False,147.09,83.37,-3.9,,2240.28,1535,False,0
a2ce2d,N280C   ,United States,1749938276.0,1749938276,-77.5361,37.4176,106.68,False,66.28,141.62,-5.53,,99.06,1566,False,0
a7cfe6,JIA5250 ,United States,1749938518.0,1749938518,-78.783,36.0473,8839.2,False,252.92,38.64,0.0,,9342.12,1674,False,0
a40e1c,UPS5076 ,United States,1749938515.0,1749938515,-74.159,40.7024,,True,7.46,323.44,,,,4067,False,0
a39e7d,AAY2809 ,United States,1749938504.0,1749938504,-79.9719,37.3218,,True,0.0,129.38,,,,,False,0
ac22c5,AAL1379 ,United States,1749938518.0,1749938518,-74.8912,40.4774,9144.0,False,225.7,227.22,0.0,,9593.58,1443,False,0
a2bb83,UAL1518 ,United States,1749938518.0,1749938518,-74.324,40.4095,922.02,False,133.08,18.72,-3.9,,952.5,4175,False,0
aa92ff,UAL19   ,United States,1749938519.0,1749938519,-74.17,40.6902,-30.48,False,64.65,25.95,0.33,,-15.24,,False,0
a35701,EDV5067 ,United States,1749938518.0,1749938518,-76.2294,39.5663,9418.32,False,207.42,230.03,5.85,,9913.62,1463,False,0
a39dca,FFT2634 ,United States,1749938518.0,1749938518,-76.885,39.0957,586.74,False,109.67,320.71,0.33,,594.36,7251,False,0
c058cb,ROU1812 ,Canada,1749938518.0,1749938518,-80.7473,36.279,10965.18,False,210.1,177.47,-0.33,,11551.92,2215,False,0
44003f,AUA94   ,Austria,1749938517.0,1749938517,-77.4386,38.9426,,True,0.0,180.0,,,,,False,0
a74923,JBU1727 ,United States,1749938517.0,1749938518,-74.2789,40.7545,2697.48,False,139.22,246.94,18.53,,2788.92,4032,False,0
c04671,ROU1616 ,Canada,1749938518.0,1749938518,-79.5864,40.2666,10972.8,False,210.5,212.52,0.65,,11513.82,0615,False,0
440002,AUA90   ,Austria,1749938514.0,1749938514,-74.1732,40.6877,,True,2.83,205.31,,,,,False,0
a73659,LXJ564  ,United States,1749938518.0,1749938518,-77.9926,38.8024,1623.06,False,145.09,138.74,-5.53,,1684.02,7417,False,0
a04e60,RPA4655 ,United States,1749938518.0,1749938518,-78.2867,40.759,7620.0,False,229.86,56.59,0.0,,8001.0,7216,False,0
ab2729,AAL1934 ,United States,1749938518.0,1749938518,-80.3966,34.2037,7315.2,False,224.23,193.4,-0.33,,7741.92,0745,False,0
aa0759,RPA3531 ,United States,1749938518.0,1749938518,-75.5081,40.4856,6918.96,False,194.81,238.83,4.55,,7246.62,3044,False,0
a73665,GJS4175 ,United States,1749938518.0,1749938518,-79.294,40.8575,10363.2,False,219.13,279.6,0.0,,10873.74,7451,False,0
a65e3f,N50936  ,United States,1749938504.0,1749938515,-80.8595,28.3348,1767.84,False,30.19,166.2,-0.33,,1897.38,,False,0
ad78ac,N9671K  ,United States,1749938518.0,1749938518,-76.2145,38.6242,868.68,False,54.96,46.9,1.63,,883.92,2223,False,0
a95076,N7GD    ,United States,1749938518.0,1749938518,-80.388,38.414,6606.54,False,174.34,16.46,-4.55,,6926.58,,False,0
a615d0,SWA2037 ,United States,1749938272.0,1749938378,-77.1933,37.5561,838.2,False,94.52,220.36,0.0,,861.06,2637,False,0
a41e90,UAL1869 ,United States,1749938518.0,1749938518,-77.4476,38.9441,,True,5.92,90.0,,,,,False,0
a3c8cb,DAL2735 ,United States,1749938518.0,1749938518,-76.8677,38.5793,10668.0,False,259.48,61.2,0.0,,11216.64,2020,False,0
a1272f,UAL698  ,United States,1749938518.0,1749938519,-80.6738,40.6397,10972.8,False,227.92,288.56,0.0,,11506.2,4625,False,0
a04da2,N119A   ,United States,1749938518.0,1749938518,-80.426,27.3813,1005.84,False,58.44,286.36,-1.63,,1074.42,,False,0
a90e61,PDT5736 ,United States,1749938502.0,1749938502,-75.8527,37.3225,3025.14,False,117.06,246.7,0.0,,3162.3,,False,0
a9b39e,NKS2494 ,United States,1749938518.0,1749938518,-80.7551,40.1037,11277.6,False,226.38,156.0,-0.33,,11826.24,7474,False,0
a5e2c4,N479CJ  ,United States,1749938516.0,1749938518,-78.8972,38.6521,3970.02,False,147.69,44.72,-7.15,,4137.66,1102,False,0
a2472c,OPN24   ,United States,1749938496.0,1749938496,-76.7859,39.6575,906.78,False,109.27,78.32,-6.18,,914.4,4051,False,0
a9fb96,CWG742  ,United States,1749938518.0,1749938519,-78.6132,39.3831,12192.0,False,199.75,248.39,0.33,,12786.36,7335,False,0
ab5bf0,SWA2087 ,United States,1749938518.0,1749938518,-77.7665,37.3802,7010.4,False,218.55,30.25,0.0,,7376.16,3533,False,0
ad6884,AAL2835 ,United States,1749938518.0,1749938519,-79.0272,37.5578,11582.4,False,207.24,211.09,0.0,,12184.38,2624,False,0
ad53fd,FDY337  ,United States,1749938518.0,1749938518,-77.2213,40.4605,2712.72,False,81.8,0.72,0.0,,2804.16,,False,0
c03487,WJA2989 ,Canada,1749938487.0,1749938487,-78.394,28.1904,11277.6,False,232.64,1.77,0.0,,11955.78,,False,0
a39c62,UAL2497 ,United States,1749938516.0,1749938516,-77.4459,38.9419,,True,6.17,180.0,,,,,False,0
ad79eb,AAL2476 ,United States,1749938518.0,1749938518,-80.977,33.8972,11277.6,False,257.5,38.27,0.0,,11917.68,5151,True,0
ab5c69,DAL643  ,United States,1749938303.0,1749938440,-78.2251,30.9621,10668.0,False,239.72,11.26,0.0,,11300.46,,False,0
aaf475,VTE3714 ,United States,1749938517.0,1749938517,-80.4426,38.4405,4785.36,False,202.08,6.87,-5.53,,5036.82,,False,0
a1bea8,EJA211  ,United States,1749938518.0,1749938518,-79.3745,34.8342,10652.76,False,254.28,31.6,4.23,,11277.6,0734,False,0
a9fc34,RPA3712 ,United States,1749938518.0,1749938518,-76.7473,38.7973,8580.12,False,252.63,47.15,-5.2,,9044.94,2234,False,0
a8a6c0,PDT5883 ,United States,1749938519.0,1749938519,-78.2181,36.1637,7315.2,False,218.01,257.05,0.0,,7703.82,7030,False,0
a03bcd,RPA4429 ,United States,1749938518.0,1749938518,-80.4758,27.5786,10363.2,False,240.02,160.21,-0.33,,11026.14,5642,False,0
a1286c,DAL90   ,United States,1749938518.0,1749938518,-78.9687,37.1648,10668.0,False,262.89,37.21,0.0,,11247.12,3510,False,0
a89f62,AAL3161 ,United States,1749938518.0,1749938518,-80.3342,39.3498,8534.4,False,236.7,183.99,-0.33,,8983.98,5500,False,0
a8496e,FFT1809 ,United States,1749938518.0,1749938518,-79.0096,28.5319,10370.82,False,240.31,186.64,0.0,,11033.76,,False,0
aa844f,N777PB  ,United States,1749938517.0,1749938517,-80.6559,28.155,2087.88,False,88.83,340.73,0.0,,2217.42,,False,0
a81005,UAL688  ,United States,1749938518.0,1749938518,-80.3846,30.8858,10668.0,False,244.7,39.88,-0.33,,11315.7,1627,False,0
ad479d,DAL1550 ,United States,1749938518.0,1749938519,-79.0248,35.8091,2255.52,False,137.26,276.67,12.35,,2362.2,,False,0
a5d643,UAL2668 ,United States,1749938518.0,1749938518,-77.9865,38.161,10972.8,False,218.61,221.76,0.0,,11551.92,3377,False,0
a3a8ef,FFT689  ,United States,1749938518.0,1749938518,-77.3231,38.9772,2674.62,False,140.33,291.96,14.63,,2781.3,2142,False,0
a9ecc7,N739DB  ,United States,1749938511.0,1749938511,-80.7318,28.2886,365.76,False,54.17,18.26,0.98,,396.24,,False,0
a7f02d,EJA610  ,United States,1749938518.0,1749938518,-74.0382,40.8097,1478.28,False,141.02,57.82,0.65,,1508.76,1063,False,0
a1f2b1,UAL950  ,United States,1749938517.0,1749938517,-77.4534,38.9451,,True,0.0,8.44,,,,,False,0
a9ee09,N739RZ  ,United States,1749938519.0,1749938519,-80.0939,34.9569,1005.84,False,49.01,64.51,0.0,,1043.94,,False,0
a585f8,N455PD  ,United States,1749938518.0,1749938518,-80.7312,35.306,388.62,False,36.54,147.65,1.63,,396.24,,False,0
a07177,AAL1789 ,United States,1749938519.0,1749938519,-74.8113,40.8214,4145.28,False,200.16,265.73,8.45,,4290.06,1021,False,0
a86ab5,UAL748  ,United States,1749938512.0,1749938512,-77.4415,38.9409,,True,0.0,90.0,,,,,False,0
a26f01,ENY3800 ,United States,1749938518.0,1749938518,-80.9656,34.6448,5151.12,False,184.81,193.03,11.05,,5448.3,,False,0
abf53e,N87NW   ,United States,1749938328.0,1749938328,-80.44,38.0819,3200.4,False,123.52,256.02,-5.85,,3337.56,2403,False,0
ac289f,SWA2913 ,United States,1749938513.0,1749938518,-80.4539,37.0669,10363.2,False,208.99,232.2,0.0,,10911.84,2136,False,0
ad3585,JSX851  ,United States,1749938518.0,1749938518,-76.7436,39.1895,10363.2,False,201.89,225.1,-0.65,,10881.36,4334,False,0
a4fddb,RPA4766 ,United States,1749938518.0,1749938518,-77.8565,38.4815,6400.8,False,181.58,228.91,0.65,,6728.46,2414,False,0
aa2ed8,RPA3602 ,United States,1749938513.0,1749938513,-77.4412,38.9466,,True,2.83,90.0,,,,,False,0
ab4ea8,AAL1673 ,United States,1749938518.0,1749938519,-76.4911,39.9203,6842.76,False,214.34,273.16,6.5,,7155.18,1046,False,0
a8bc34,FFT2339 ,United States,1749938518.0,1749938518,-79.0871,37.176,10370.82,False,212.7,232.27,-0.33,,10942.32,7144,False,0
a09852,UAL2116 ,United States,1749938475.0,1749938475,-77.451,38.9473,,True,0.9,270.0,,,,,False,0
aa1c45,RPA3514 ,United States,1749938518.0,1749938518,-78.9369,38.9871,8534.4,False,200.88,234.27,0.0,,8968.74,5657,False,0
a63f77,WUP501  ,United States,1749938518.0,1749938518,-77.4832,38.6013,13106.4,False,178.05,222.54,0.33,,13662.66,1745,False,0
a716ee,JIA5323 ,United States,1749938518.0,1749938518,-78.03,40.8664,10668.0,False,251.48,30.08,0.0,,11163.3,1730,False,0
a8bc71,JBU1252 ,United States,1749938137.0,1749938315,-78.4593,30.1246,11285.22,False,234.38,11.78,0.0,,11955.78,4060,False,0
a3355e,JBU2065 ,United States,1749938518.0,1749938518,-80.33,35.3252,10972.8,False,214.94,201.78,0.0,,11590.02,1373,False,0
a3311b,JBU53   ,United States,1749938518.0,1749938519,-80.3314,35.8386,10972.8,False,197.41,219.29,0.0,,11574.78,1515,False,0
a21142,EDV5301 ,United States,1749938518.0,1749938518,-77.0654,37.7531,3413.76,False,166.63,38.36,7.8,,3573.78,,False,0
ad9edf,AAL1313 ,United States,1749938518.0,1749938518,-76.499,39.3775,6096.0,False,221.18,225.57,0.33,,6370.32,1104,False,0
a14c09,N183CF  ,United States,1749938343.0,1749938344,-80.9165,27.4414,579.12,False,52.38,231.78,0.0,,617.22,,False,0
ad8bed,JBU1772 ,United States,1749938518.0,1749938518,-74.8348,39.9282,11277.6,False,258.53,35.52,0.0,,11811.0,6146,False,0
a7016b,N550WM  ,United States,1749938518.0,1749938518,-78.2616,39.2378,11887.2,False,258.33,356.12,0.33,,12473.94,6051,False,0
a8cae4,N666DX  ,United States,1749938518.0,1749938518,-76.9502,39.8137,3451.86,False,120.52,238.62,-5.2,,3573.78,3307,False,0
a99afb,NKS2131 ,United States,1749938517.0,1749938518,-76.3436,37.3894,4853.94,False,188.21,278.33,-8.78,,5097.78,0770,False,0
a4fc00,DAL296  ,United States,1749938518.0,1749938518,-75.9654,36.4679,10668.0,False,269.87,63.63,0.0,,11277.6,6066,False,0
ab0532,VXP719  ,United States,1749938518.0,1749938518,-79.3485,36.7633,11574.78,False,205.92,226.01,0.0,,12199.62,3305,False,0
a69174,,United States,1749938281.0,1749938282,-76.5779,39.2794,190.5,False,43.55,165.64,-4.88,,182.88,,False,0
a38c95,FFT1665 ,United States,1749938518.0,1749938518,-76.6818,39.1133,929.64,False,122.28,284.62,13.33,,937.26,0544,False,0
ab4c76,SKW3776 ,United States,1749938517.0,1749938518,-77.44,38.9282,,True,2.06,182.81,,,,,False,0
a38c60,DAL638  ,United States,1749938518.0,1749938518,-80.6122,36.409,9761.22,False,217.08,209.85,-0.33,,10294.62,3423,False,0
a0822c,UCA4963 ,United States,1749938518.0,1749938518,-77.4573,38.9419,,True,3.86,191.25,,,,,False,0
a8cc46,UAL15   ,United States,1749938519.0,1749938519,-74.5098,40.8626,1783.08,False,143.54,188.45,0.0,,1821.18,2427,False,0
abaf1e,DAL2340 ,United States,1749938518.0,1749938518,-77.7304,38.0967,10668.0,False,251.9,53.97,-0.65,,11224.26,5723,False,0
a1057a,AAL1699 ,United States,1749938518.0,1749938518,-80.1196,34.2355,6416.04,False,198.32,333.83,-1.95,,6774.18,1412,False,0
ac7f41,AAL1766 ,United States,1749938518.0,1749938518,-79.1725,40.478,9753.6,False,218.48,255.41,0.0,,10241.28,3367,False,0
a3323d,DAL2690 ,United States,1749938518.0,1749938518,-79.0928,40.4125,10972.8,False,211.6,236.5,0.33,,11498.58,2005,False,0
a2bbcc,UAL1206 ,United States,1749938519.0,1749938519,-77.3305,33.9625,10668.0,False,250.39,17.58,0.0,,11285.22,,False,0
a0e59f,N157QS  ,United States,1749938518.0,1749938518,-78.8,38.6389,12489.18,False,275.26,65.02,-0.33,,13091.16,7442,False,0
ac136d,SWA2182 ,United States,1749938518.0,1749938518,-77.2125,39.1342,4320.54,False,197.62,213.32,9.1,,4511.04,7001,False,0
abf375,SWA240  ,United States,1749938518.0,1749938518,-79.6407,36.1161,11887.2,False,249.49,7.34,0.0,,12512.04,0706,False,0
a37a02,FFT4532 ,United States,1749938517.0,1749938517,-79.4873,29.1355,10454.64,False,236.66,37.49,8.13,,11018.52,0774,False,0
a4c7d1,NORST7  ,United States,1749938517.0,1749938517,-78.5345,35.6498,198.12,False,55.34,317.26,-0.33,,182.88,,False,0
a96877,JIA5029 ,United States,1749938518.0,1749938518,-77.3301,39.0989,3413.76,False,168.23,259.96,6.18,,3550.92,0572,False,0
a86a28,NKS2660 ,United States,1749938518.0,1749938518,-74.96,38.4028,11269.98,False,244.4,23.71,0.0,,11871.96,3251,False,0
aa1a16,AAL786  ,United States,1749938518.0,1749938518,-78.1302,36.6852,11277.6,False,270.61,42.15,-0.33,,11917.68,4134,False,0
a10614,AAL2934 ,United States,1749938518.0,1749938518,-80.9756,35.3188,838.2,False,95.89,176.31,-7.48,,876.3,4020,False,0
a47995,LXJ388  ,United States,1749938518.0,1749938519,-78.8832,35.5371,4152.9,False,156.4,186.61,15.28,,4373.88,2115,False,0
aa1a5f,N750DL  ,United States,1749938518.0,1749938518,-79.6858,34.818,7315.2,False,139.16,212.16,0.0,,7680.96,5631,False,0
a4795a,DAL1077 ,United States,1749938518.0,1749938518,-80.7803,34.2557,11277.6,False,258.71,43.63,0.33,,11910.06,1421,False,0
ab3a0c,UAL1140 ,United States,1749938510.0,1749938515,-77.4545,38.9394,,True,0.0,270.0,,,,,False,0
abde8c,JRE864  ,United States,1749938518.0,1749938518,-77.8529,38.4164,4251.96,False,159.57,221.86,0.0,,4427.22,4602,False,0
a981bd,N711WE  ,United States,1749938479.0,1749938480,-80.8311,28.1487,586.74,False,42.21,177.9,-3.9,,617.22,,False,0
a1a924,RPA5729 ,United States,1749938518.0,1749938518,-79.7523,36.9058,5257.8,False,173.37,229.69,-9.1,,5532.12,1652,False,0
a2a300,UAL982  ,United States,1749938518.0,1749938518,-77.4334,39.0899,1363.98,False,137.97,2.14,16.91,,1394.46,,False,0
a18ce8,CSB7521 ,United States,1749938518.0,1749938518,-76.946,39.2162,3672.84,False,167.96,279.52,14.31,,3817.62,6546,False,0
a2795f,N259EP  ,United States,1749938301.0,1749938301,-80.9545,29.0561,-7.62,False,33.38,114.59,-3.25,,7.62,,False,0
ab473a,AAL603  ,United States,1749938518.0,1749938518,-75.2914,39.9727,2987.04,False,140.16,259.64,2.93,,3093.72,1714,False,0
a5031a,AAL968  ,United States,1749938518.0,1749938518,-77.5857,38.7701,5166.36,False,182.94,279.22,0.33,,5417.82,1665,False,0
a4e321,N414BM  ,United States,1749938517.0,1749938518,-77.3532,35.2331,3017.52,False,95.38,309.53,0.33,,3154.68,,False,0
a7a60e,JIA5205 ,United States,1749938517.0,1749938518,-79.0638,33.826,7475.22,False,232.83,44.28,6.83,,7901.94,3212,False,0
a12030,UCA4871 ,United States,1749938518.0,1749938518,-77.5452,39.2404,3063.24,False,149.7,9.49,10.73,,3200.4,,False,0
a12096,UCA4250 ,United States,1749938517.0,1749938517,-77.4553,38.9365,,True,7.72,143.44,,,,,False,0
c051cc,TSC187  ,Canada,1749938518.0,1749938518,-75.3142,36.9681,10370.82,False,235.42,337.25,0.0,,10949.94,4030,False,0
ad1cfe,LTA9440 ,United States,1749938518.0,1749938518,-78.6531,35.0245,1798.32,False,56.38,62.27,2.93,,1889.76,,False,0
acb679,EDV5336 ,United States,1749938518.0,1749938518,-76.7694,39.1698,6096.0,False,185.52,225.22,0.0,,6393.18,1164,False,0
a4805b,N3899Q  ,United States,1749938517.0,1749938518,-80.6316,35.063,579.12,False,40.89,201.4,3.9,,617.22,,False,0
a9e642,NKS2472 ,United States,1749938518.0,1749938518,-79.4983,37.4148,11582.4,False,202.62,215.91,0.0,,12176.76,3053,False,0
406f3b,TOM109  ,United Kingdom,1749938517.0,1749938518,-74.6711,37.365,11887.2,False,269.75,41.29,-0.33,,12512.04,0735,False,0
ab58b2,DAL824  ,United States,1749938518.0,1749938518,-76.6239,38.2385,10668.0,False,265.4,42.72,0.0,,11231.88,3710,False,0
a79e31,JBU507  ,United States,1749938517.0,1749938518,-76.8551,39.7578,9144.0,False,209.55,224.2,0.0,,9616.44,7316,False,0
ab5993,AAL2859 ,United States,1749938518.0,1749938518,-77.3036,37.8979,7010.4,False,229.04,31.41,0.0,,7376.16,2567,False,0
abdce1,SWA1422 ,United States,1749938513.0,1749938513,-79.0165,37.8837,4000.5,False,201.38,229.35,16.58,,4175.76,2031,True,0
a0275c,AAL306  ,United States,1749938518.0,1749938518,-80.2357,40.3095,10378.44,False,225.86,269.35,0.0,,10896.6,7101,False,0
a06de9,,United States,1749938512.0,1749938512,-79.9729,34.9592,731.52,False,64.03,308.8,-1.3,,853.44,,False,0
a742ec,SWA600  ,United States,1749938518.0,1749938518,-76.4097,40.0654,9753.6,False,209.01,239.21,0.0,,10241.28,1142,False,0
ad60bb,JSX881  ,United States,1749938518.0,1749938518,-76.2932,38.6681,10408.92,False,250.04,40.24,-11.38,,10927.08,2623,False,0
a6bb97,JIA5656 ,United States,1749938518.0,1749938518,-77.6782,39.6139,6096.0,False,194.18,333.23,0.33,,6370.32,3207,False,0
a92e5b,N6909T  ,United States,1749938517.0,1749938518,-80.9529,35.4592,762.0,False,51.28,103.34,-0.98,,746.76,,False,0
acb827,AAL2182 ,United States,1749938518.0,1749938518,-79.479,36.9679,8854.44,False,207.46,213.57,-5.2,,9364.98,0520,False,0
a36130,DAL505  ,United States,1749938518.0,1749938518,-75.1318,39.6231,11887.2,False,257.53,36.96,0.0,,12466.32,1510,False,0
a4f790,SWA113  ,United States,1749938518.0,1749938518,-80.2923,40.4159,1181.1,False,136.43,190.21,7.8,,1211.58,,False,0
ac53d5,SWA2347 ,United States,1749938519.0,1749938519,-78.5051,38.8322,8183.88,False,215.91,258.32,7.15,,8602.98,3606,False,0
a769a3,JIA5079 ,United States,1749938518.0,1749938518,-79.8389,40.4839,9144.0,False,222.29,215.68,-0.33,,9608.82,5726,False,0
a85119,JBU399  ,United States,1749938518.0,1749938518,-77.8398,33.248,10980.42,False,233.58,201.31,0.0,,11612.88,3353,False,0
a7daa8,N605JP  ,United States,1749938518.0,1749938518,-74.2542,40.6413,3131.82,False,172.35,179.49,11.7,,3253.74,3360,False,0
ac79c7,AAL2478 ,United States,1749938517.0,1749938518,-80.4455,31.8462,11277.6,False,232.78,339.56,-0.33,,11940.54,3352,False,0
a146f9,UAL2853 ,United States,1749938454.0,1749938454,-74.1671,40.6968,,True,3.86,295.31,,,,3737,False,0
a409d3,N3599D  ,United States,1749938517.0,1749938517,-79.9676,35.3009,0.0,False,37.55,80.54,0.65,,,,False,0
aa39fd,RPA3499 ,United States,1749938499.0,1749938499,-77.4399,38.9349,,True,4.63,180.0,,,,,False,0
a85188,JIA5248 ,United States,1749938321.0,1749938339,-75.3221,39.8515,205.74,False,68.63,75.23,-3.9,,205.74,2144,False,0
ad2f7b,N949KC  ,United States,1749938518.0,1749938518,-74.4722,40.9295,868.68,False,60.84,168.79,0.0,,883.92,,False,0
a19dd8,N203HA  ,United States,1749938518.0,1749938518,-77.0401,38.8746,182.88,False,25.51,228.27,0.98,,152.4,5322,False,0
a3e5fa,DAL2084 ,United States,1749938518.0,1749938518,-74.7447,40.7387,10134.6,False,209.72,230.37,4.23,,10614.66,1311,False,0
ad70d2,N965XM  ,United States,1749938518.0,1749938518,-80.1368,40.8815,2118.36,False,89.84,129.89,0.0,,2171.7,,False,0
a2b45b,UAL1065 ,United States,1749938518.0,1749938518,-78.7924,40.21,10058.4,False,217.53,281.74,0.0,,10553.7,2760,False,0
a26473,UPS7924 ,United States,1749938518.0,1749938518,-78.7874,32.6226,12176.76,False,253.93,126.85,0.33,,12862.56,6756,False,0
a3711a,JBU822  ,United States,1749938518.0,1749938518,-75.235,37.8679,9845.04,False,249.17,4.26,-5.85,,10386.06,5677,False,0
a4f488,N4182T  ,United States,1749938259.0,1749938508,-80.7003,27.8553,556.26,False,43.41,185.44,-0.33,,594.36,,False,0
a7fde4,SKW3822 ,United States,1749938518.0,1749938518,-76.7617,39.9576,10363.2,False,189.05,236.09,0.0,,10896.6,7143,False,0
a88774,JBU1196 ,United States,1749938518.0,1749938518,-78.9005,35.9831,11277.6,False,259.49,36.78,0.0,,11917.68,1163,False,0
a3c192,FFT3075 ,United States,1749938518.0,1749938519,-80.2886,38.5259,11582.4,False,207.26,256.65,0.0,,12153.9,0517,False,0
a50192,RPA4384 ,United States,1749938518.0,1749938518,-80.7287,32.567,3901.44,False,164.37,31.3,13.66,,4137.66,,False,0
a87468,N644DF  ,United States,1749938470.0,1749938481,-80.4737,27.6133,868.68,False,62.38,310.65,-0.33,,914.4,,False,0
a44f0d,DAL2699 ,United States,1749938518.0,1749938519,-78.742,35.9229,350.52,False,70.22,225.89,-2.6,,358.14,2670,False,0
a1dc31,AAY1211 ,United States,1749938518.0,1749938518,-76.7496,40.1006,1112.52,False,136.98,182.58,14.31,,1143.0,,False,0
ac0dd9,AAL2288 ,United States,1749938518.0,1749938518,-78.8486,35.4364,8839.2,False,254.04,69.99,0.0,,9349.74,3662,False,0
a993ad,JIA5111 ,United States,1749938518.0,1749938518,-79.6164,36.5492,3558.54,False,159.16,201.42,-9.43,,3726.18,6504,False,0
a67c3a,JBU451  ,United States,1749938518.0,1749938518,-78.1847,38.3266,10370.82,False,212.15,223.53,-0.33,,10919.46,3541,False,0
a07eee,CNS298  ,United States,1749938518.0,1749938518,-78.4921,37.6738,5486.4,False,127.58,216.64,0.0,,5760.72,1555,False,0
a6cc45,AAL1422 ,United States,1749938518.0,1749938518,-75.2552,39.5326,10058.4,False,259.4,37.51,0.33,,10576.56,3113,False,0
a43bc6,FFT3373 ,United States,1749938518.0,1749938518,-80.6614,32.4284,11574.78,False,224.79,195.53,0.33,,12245.34,6241,False,0
a3e882,N35099  ,United States,1749938507.0,1749938507,-80.279,35.0684,426.72,False,48.97,279.07,1.3,,472.44,,False,0
ac77d3,AAL512  ,United States,1749938518.0,1749938519,-80.3271,34.5841,4442.46,False,175.54,333.74,-3.25,,4686.3,2057,False,0
a0bd47,CXK421  ,United States,1749938518.0,1749938518,-78.7677,35.8887,205.74,False,45.11,225.0,-3.9,,190.5,,False,0
a1a7c5,N2056E  ,United States,1749938509.0,1749938509,-80.8462,28.1009,731.52,False,61.05,290.73,-0.65,,746.76,,False,0
a754b5,UAL351  ,United States,1749938518.0,1749938518,-74.26,40.5416,891.54,False,86.61,34.35,0.65,,899.16,3361,False,0
a3d4ed,AAL1153 ,United States,1749938518.0,1749938518,-78.0769,38.9021,2339.34,False,154.35,127.82,-7.15,,2438.4,1011,False,0
ab586f,AAL868  ,United States,1749938500.0,1749938510,-75.3226,39.8513,205.74,False,65.38,75.42,-3.9,,213.36,1001,False,0
a384f8,DAL2310 ,United States,1749938517.0,1749938518,-77.4593,39.2442,10972.8,False,191.18,240.68,0.0,,11529.06,1116,False,0
a07fa6,RPA4523 ,United States,1749938518.0,1749938518,-74.167,40.5284,2087.88,False,119.25,70.86,0.98,,2156.46,2220,False,0
ab252d,WUP817  ,United States,1749938518.0,1749938518,-74.6995,40.6248,7924.8,False,102.48,240.86,0.33,,8290.56,1372,False,0
a9d5e5,UAL590  ,United States,1749938518.0,1749938519,-77.7562,39.0085,5791.2,False,195.51,262.74,0.0,,6073.14,2430,False,0
